make_model,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Fiat 500C,Italy,15700.0,Convertible,Used,Yes,68468.0,Manual,Diesel,Dealer,1248.0,5.0,89.0,Front,3,980.0,No,Part/Full Leather,1.0,unefficient,6.0,70.0,3.4,Standard,Standard,Safety Premium Package
Fiat 500C,Germany,19999.0,Convertible,Used,No,19248.0,Automatic,Benzine,Dealer,875.0,5.0,0.0,Front,3,1055.0,Yes,Cloth,1.0,efficient,4.0,63.0,4.9,Standard,Plus,Safety Premium Package
Fiat 500C,Germany,20799.0,Convertible,Pre-registered,Yes,15.0,Manual,Benzine,Dealer,999.0,6.0,93.0,Front,4,1055.0,Yes,Cloth,1.0,efficient,1.0,51.0,4.1,Premium,Standard,Safety Premium Package
Fiat 500,Italy,9400.0,Convertible,Used,No,115000.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,5,980.0,Yes,Cloth,1.0,unefficient,5.0,51.0,4.9,Standard,Plus,Safety Premium Package
Fiat 500C,Netherlands,8950.0,Convertible,Used,No,58098.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,1,945.0,No,Cloth,3.0,efficient,8.0,63.0,4.0,Standard,Standard,Safety Standard Package
Fiat 500C,Netherlands,8900.0,Convertible,Used,No,86887.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,1,945.0,No,Cloth,2.0,efficient,9.0,63.0,4.0,Standard,Standard,Safety Standard Package
Fiat 500C,Italy,19450.0,Convertible,Pre-registered,Yes,10.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,905.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500C,Austria,20990.0,Convertible,Demonstration,Yes,4.0,Automatic,Benzine,Dealer,999.0,6.0,108.0,Front,6,980.0,Yes,Part/Full Leather,1.0,efficient,0.0,51.0,4.8,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,16990.0,Convertible,Pre-registered,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,17600.0,Convertible,Demonstration,No,8700.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,1055.0,No,Cloth,1.0,unefficient,2.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500C,Netherlands,8950.0,Convertible,Used,Yes,92503.0,Automatic,Benzine,Dealer,875.0,5.0,90.0,Front,1,955.0,Yes,Part/Full Leather,3.0,efficient,9.0,63.0,3.9,Standard,Standard,Safety Standard Package
Fiat 500C,Italy,9800.0,Convertible,Used,Yes,79000.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,1,980.0,Yes,Cloth,1.0,efficient,8.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Germany,25999.0,Convertible,Pre-registered,No,15.0,Automatic,Benzine,Dealer,1242.0,5.0,126.0,Front,5,1075.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,5.5,Premium,Standard,Safety Premium Package
Fiat 500C,Italy,12900.0,Convertible,Used,Yes,52000.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,3,980.0,Yes,Part/Full Leather,1.0,efficient,5.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,16800.0,Convertible,Used,Yes,29249.0,Manual,Benzine,Dealer,1242.0,5.0,105.0,Front,2,905.0,No,Cloth,1.0,efficient,4.0,51.0,4.5,Premium,Standard,Safety Premium Package
Fiat 500C,Italy,20970.0,Convertible,Used,No,32000.0,Automatic,Liquid/Natural Gas,Dealer,1242.0,5.0,124.0,Front,2,980.0,No,Cloth,1.0,unefficient,2.0,51.0,5.3,Standard,Standard,Safety Premium Package
Fiat 500C,Germany,16285.0,Convertible,Used,No,21260.0,Manual,Benzine,Dealer,1242.0,5.0,131.0,Front,6,1070.0,Yes,Cloth,2.0,unefficient,2.0,51.0,5.1,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,12900.0,Convertible,Used,Yes,68000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,7,905.0,Yes,Cloth,1.0,efficient,7.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat 500C,Germany,12590.0,Convertible,Used,No,32649.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,6,980.0,Yes,Part/Full Leather,2.0,efficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500,Austria,21990.0,Convertible,Demonstration,Yes,10.0,Manual,Benzine,Dealer,999.0,6.0,115.0,Front,1,980.0,Yes,Part/Full Leather,1.0,efficient,0.0,52.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Italy,15900.0,Convertible,Used,No,49000.0,Manual,Diesel,Dealer,1248.0,5.0,89.0,Front,2,1020.0,No,Part/Full Leather,2.0,efficient,4.0,70.0,3.4,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,13500.0,Convertible,Used,Yes,52900.0,Automatic,Benzine,Dealer,1242.0,5.0,111.0,Front,2,980.0,No,Part/Full Leather,1.0,unefficient,6.0,51.0,4.8,Standard,Plus,Safety Premium Package
Fiat 500,Austria,21999.0,Convertible,Demonstration,Yes,10.0,Manual,Benzine,Dealer,999.0,6.0,115.0,Front,1,980.0,Yes,Part/Full Leather,1.0,efficient,0.0,52.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Italy,13400.0,Convertible,Used,No,45400.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,2,980.0,No,Cloth,2.0,efficient,4.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,21700.0,Convertible,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,905.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,17900.0,Convertible,Used,Yes,38000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,3,905.0,Yes,Part/Full Leather,1.0,efficient,5.0,44.0,4.9,Standard,Plus,Safety Premium Plus Package
Fiat 500C,Italy,21700.0,Convertible,Pre-registered,Yes,10.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,905.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Standard,Safety Premium Package
Fiat 500C,Germany,17990.0,Convertible,Used,No,22489.0,Automatic,Benzine,Dealer,1242.0,5.0,139.0,Front,3,905.0,Yes,Cloth,2.0,unefficient,2.0,51.0,5.8,Standard,Plus,Safety Premium Package
Fiat 500C,Netherlands,9950.0,Convertible,Used,No,68000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,880.0,Yes,Part/Full Leather,1.0,efficient,7.0,51.0,4.7,Standard,Standard,Safety Premium Package
Fiat 500C,Netherlands,7999.0,Convertible,Used,No,86487.0,Manual,Benzine,Dealer,1242.0,5.0,110.0,Front,1,880.0,Yes,Part/Full Leather,3.0,efficient,9.0,51.0,4.8,Standard,Plus,Safety Standard Package
Fiat 500C,Italy,16990.0,Convertible,Used,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,15900.0,Convertible,Used,Yes,14748.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,2,940.0,No,Part/Full Leather,2.0,efficient,4.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,19450.0,Convertible,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,6.0,99.0,Front,1,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,4.9,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,17400.0,Convertible,Used,No,24322.0,Automatic,Benzine,Dealer,1242.0,5.0,124.0,Front,2,905.0,No,Cloth,1.0,unefficient,3.0,51.0,5.3,Standard,Standard,Safety Premium Package
Fiat 500C,France,15999.0,Convertible,Used,Yes,27907.0,Manual,Benzine,Dealer,999.0,5.0,114.0,Front,2,905.0,No,Cloth,1.0,efficient,1.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,20900.0,Convertible,Used,No,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,980.0,No,Cloth,1.0,efficient,0.0,52.0,3.9,Standard,Standard,Safety Premium Plus Package
Fiat 500,Italy,8900.0,Convertible,Used,No,54000.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,1,865.0,No,Part/Full Leather,1.0,unefficient,11.0,51.0,5.1,Premium,Standard,Safety Premium Package
Fiat 500C,Austria,19990.0,Convertible,Demonstration,Yes,10.0,Manual,Benzine,Dealer,999.0,5.0,108.0,Front,3,1001.0,Yes,Cloth,1.0,efficient,0.0,52.0,4.8,Standard,Standard,Safety Premium Package
Fiat 500,Germany,13890.0,Convertible,Used,No,20803.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,3,980.0,Yes,Cloth,2.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500,Germany,21990.0,Convertible,Pre-registered,No,1.0,Manual,Benzine,Dealer,999.0,5.0,93.0,Front,5,1055.0,No,Cloth,1.0,efficient,0.0,51.0,4.1,Standard,Plus,Safety Premium Package
Fiat 500C,Netherlands,14490.0,Convertible,Used,Yes,33386.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,2,945.0,Yes,Cloth,1.0,efficient,4.0,60.0,3.8,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,8800.0,Convertible,Used,Yes,118300.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,1,905.0,No,Cloth,3.0,efficient,13.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,Germany,21990.0,Convertible,Pre-registered,No,1.0,Manual,Benzine,Dealer,999.0,5.0,93.0,Front,5,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,4.1,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,13900.0,Convertible,Used,No,45093.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,2,980.0,No,Cloth,1.0,unefficient,6.0,51.0,4.9,Standard,Standard,Safety Premium Plus Package
Fiat 500C,Italy,13400.0,Convertible,Used,No,33756.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,2,980.0,No,Part/Full Leather,1.0,efficient,7.0,51.0,4.9,Standard,Standard,Safety Premium Plus Package
Fiat 500C,Italy,14800.0,Convertible,Used,Yes,30993.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,2,980.0,No,Part/Full Leather,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Premium Plus Package
Fiat 500C,Italy,18900.0,Convertible,Pre-registered,Yes,10.0,Manual,Benzine,Dealer,999.0,6.0,99.0,Front,2,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,4.9,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,17480.0,Convertible,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,6.0,99.0,Front,2,905.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,4.9,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,8900.0,Convertible,Used,No,116800.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,2,980.0,No,Part/Full Leather,1.0,efficient,11.0,62.0,4.0,Standard,Standard,Safety Premium Package
Fiat 500,Italy,11900.0,Convertible,Used,No,36916.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,4,865.0,No,Cloth,1.0,unefficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Italy,8900.0,Convertible,Used,No,101000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,3,865.0,Yes,Part/Full Leather,1.0,efficient,8.0,51.0,4.8,Standard,Standard,Safety Premium Package
Fiat 500C,Austria,20990.0,Convertible,Employee's car,Yes,3500.0,Automatic,Benzine,Dealer,999.0,6.0,109.0,Front,6,905.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,4.8,Standard,Plus,Safety Premium Package
Fiat 500C,Austria,16390.0,Convertible,Used,Yes,14933.0,Manual,Benzine,Dealer,1242.0,5.0,108.0,Front,1,905.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,4.8,Premium,Standard,Safety Premium Package
Fiat 500C,Italy,14500.0,Convertible,Used,Yes,31850.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,1,980.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Premium Plus Package
Fiat 500,Italy,14980.0,Convertible,Used,Yes,39706.0,Manual,Benzine,Dealer,1200.0,6.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,2.0,52.0,6.0,Premium,Standard,Safety Standard Package
Fiat 500,Italy,6800.0,Convertible,Used,No,120000.0,Manual,Benzine,Dealer,1368.0,6.0,115.0,Front,2,930.0,Yes,Part/Full Leather,6.0,unefficient,14.0,51.0,6.3,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,19970.0,Convertible,Pre-registered,No,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,efficient,1.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,14500.0,Convertible,Used,Yes,28400.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,6,980.0,Yes,Cloth,1.0,efficient,5.0,51.0,4.9,Premium,Plus,Safety Premium Package
Fiat 500C,Netherlands,9750.0,Convertible,Used,No,76118.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,2,945.0,Yes,Part/Full Leather,1.0,efficient,9.0,63.0,4.0,Standard,Standard,Safety Premium Package
Fiat 500C,Germany,11250.0,Convertible,Used,No,30699.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,4,905.0,Yes,Cloth,1.0,efficient,7.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Germany,7980.0,Convertible,Used,Yes,66155.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,3,1045.0,Yes,Cloth,2.0,efficient,9.0,63.0,4.0,Standard,Standard,Safety Premium Package
Fiat 500,Netherlands,6490.0,Convertible,Used,No,117535.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,1,945.0,No,Part/Full Leather,1.0,unefficient,11.0,63.0,4.0,Standard,Standard,Safety Standard Package
Fiat 500C,Italy,17900.0,Convertible,Used,No,18020.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,980.0,No,Cloth,1.0,efficient,1.0,51.0,3.9,Standard,Standard,Safety Premium Package
Fiat 500C,Italy,20500.0,Convertible,Used,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,7,1055.0,No,Cloth,1.0,efficient,0.0,51.0,3.9,Premium,Plus,Safety Premium Package
Fiat 500C,Italy,13800.0,Convertible,Used,Yes,10792.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,1,980.0,No,Cloth,1.0,unefficient,3.0,51.0,5.1,Standard,Standard,Safety Premium Package
Fiat 500C,Belgium,16990.0,Convertible,Used,Yes,19050.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,7,1255.0,Yes,Part/Full Leather,1.0,efficient,1.0,51.0,3.8,Standard,Plus,Safety Premium Package
Fiat 500C,Italy,13980.0,Convertible,Used,Yes,28192.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,3,1055.0,Yes,Part/Full Leather,1.0,efficient,1.0,52.0,3.9,Premium,Plus,Safety Premium Package
Fiat 500C,Italy,16990.0,Convertible,Pre-registered,No,1.0,Manual,Benzine,Dealer,1000.0,6.0,99.0,Front,2,905.0,No,Part/Full Leather,1.0,efficient,1.0,51.0,4.9,Standard,Plus,Safety Premium Package
Fiat 500,Italy,19900.0,Convertible,Used,No,58000.0,Automatic,Benzine,Dealer,1368.0,1.0,1.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,5.0,117.0,6.5,Premium,Standard,Safety Premium Package
Fiat 500C,Italy,13290.0,Convertible,Used,No,54500.0,Manual,Benzine,Dealer,1242.0,5.0,124.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.3,Standard,Standard,Safety Premium Package
Fiat 500,Italy,15900.0,Convertible,Used,No,22000.0,Manual,Benzine,Private seller,999.0,6.0,120.0,Front,7,980.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,3.9,Premium,Plus,Safety Premium Package
Fiat 500C,Spain,12617.0,Convertible,Used,Yes,82967.0,Automatic,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,10754.0,Convertible,Used,Yes,73460.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,5.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,Spain,30100.0,Convertible,Pre-registered,Yes,2000.0,Automatic,Electric,Dealer,1200.0,1.0,0.0,Front,1,980.0,No,Part/Full Leather,1.0,efficient,0.0,87.0,2.359,Premium,Standard,Safety Premium Package
Fiat 500C,Spain,14364.0,Convertible,Used,Yes,8420.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,14364.0,Convertible,Used,Yes,8420.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,Spain,10890.0,Convertible,Used,Yes,22800.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,3.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Spain,10990.0,Convertible,Used,Yes,63490.0,Manual,Benzine,Dealer,1200.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,5.0,51.0,4.9,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,14364.0,Convertible,Used,Yes,8420.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,11890.0,Convertible,Used,Yes,32235.0,Manual,Benzine,Dealer,1200.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,unefficient,6.0,51.0,4.9,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,11890.0,Convertible,Used,Yes,32235.0,Manual,Benzine,Dealer,1200.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,unefficient,6.0,51.0,4.9,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,10754.0,Convertible,Used,Yes,73460.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,5.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,Spain,20590.0,Convertible,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12150.0,Convertible,Used,Yes,49133.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,2,905.0,No,Cloth,1.0,efficient,8.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12617.0,Convertible,Used,Yes,82967.0,Automatic,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12617.0,Convertible,Used,Yes,82967.0,Automatic,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,Spain,10890.0,Convertible,Used,Yes,22800.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,3.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500,Spain,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Spain,11900.0,Convertible,Used,Yes,65000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,unefficient,3.0,51.0,5.0,Standard,Standard,Safety Standard Package
Fiat 500,Spain,22390.0,Convertible,Pre-registered,No,5.0,Manual,Benzine,Dealer,999.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Standard,Safety Standard Package
Fiat 500,Spain,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500,Spain,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500,Spain,10890.0,Convertible,Used,Yes,22800.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,3.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Spain,12290.0,Convertible,Used,Yes,38371.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12617.0,Convertible,Used,Yes,82967.0,Automatic,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12617.0,Convertible,Used,Yes,82967.0,Automatic,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,Spain,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Spain,14364.0,Convertible,Used,Yes,8420.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,11998.0,Convertible,Used,Yes,12265.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,unefficient,3.0,51.0,5.0,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12150.0,Convertible,Used,Yes,49133.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,2,905.0,No,Cloth,1.0,efficient,8.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12990.0,Convertible,Used,Yes,30700.0,Manual,Benzine,Dealer,1200.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.0,Standard,Standard,Safety Standard Package
Fiat 500,Spain,33900.0,Convertible,Used,No,16466.0,Automatic,Electric,Dealer,1200.0,1.0,0.0,Front,1,980.0,No,Part/Full Leather,1.0,efficient,1.0,87.0,2.359,Standard,Standard,Safety Standard Package
Fiat 500,Spain,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Spain,12617.0,Convertible,Used,Yes,82967.0,Automatic,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12150.0,Convertible,Used,Yes,49133.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,2,905.0,No,Cloth,1.0,efficient,8.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,10990.0,Convertible,Used,Yes,63490.0,Manual,Benzine,Dealer,1200.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,5.0,51.0,4.9,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,7990.0,Convertible,Used,Yes,129000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,2.0,efficient,12.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12290.0,Convertible,Used,Yes,38371.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,14364.0,Convertible,Used,Yes,8420.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,8490.0,Convertible,Used,Yes,74000.0,Manual,Benzine,Dealer,1200.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,8.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12150.0,Convertible,Used,Yes,49133.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,2,905.0,No,Cloth,1.0,efficient,8.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12150.0,Convertible,Used,Yes,49133.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,2,905.0,No,Cloth,1.0,efficient,8.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,11299.0,Convertible,Used,Yes,46894.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,5.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,12617.0,Convertible,Used,Yes,82967.0,Automatic,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,11500.0,Convertible,Used,Yes,62000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,5.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,10754.0,Convertible,Used,Yes,73460.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,5.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,Spain,14364.0,Convertible,Used,Yes,8420.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,Spain,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,Spain,12290.0,Convertible,Used,Yes,38371.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,efficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
